pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_SIGNALING_BY_MET	8.262615633246957e-4	0.03878967913108318	0.47727081536286214	0.6137107717274617	2.0022018021517263	69	
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	7.391437732810319e-4	0.03878967913108318	0.47727081536286214	-0.5534952698653455	-1.7591487999771684	103	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	8.799731314994246e-4	0.03914944293543184	0.47727081536286214	0.6517243582017516	1.8979040801755556	38	
REACTOME_COMPLEX_I_BIOGENESIS	9.558044525158242e-4	0.04163723146272059	0.47727081536286214	0.5824445739496948	1.8469391404769684	59	
PID_SYNDECAN_1_PATHWAY	9.970786266711251e-4	0.04254880425243516	0.45505986738722953	0.6654820827327692	1.9236544901157848	36	
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.00105238587078838	0.043147820702323585	0.45505986738722953	-0.5055745577781204	-1.6537967621146992	132	
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	0.0010362014677751917	0.043147820702323585	0.45505986738722953	0.7274488848876806	1.8992022116927987	22	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.0011812057011406237	0.047498098482404695	0.45505986738722953	-0.7676035513505552	-1.8222605929698805	19	
REACTOME_GPCR_LIGAND_BINDING	0.0013486059662647923	0.05320632217848454	0.45505986738722953	-0.4830073925200842	-1.6006128178995351	143	
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I	0.0013764092037109078	0.05329762305480571	0.45505986738722953	0.6404739823670292	1.860484944599457	37	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.001516663017445482	0.057660770354154595	0.45505986738722953	-0.613307988501476	-1.7558474448244246	53	
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS	0.0015623678066931084	0.058135910076159744	0.45505986738722953	-0.7942433128008589	-1.8248227329536393	15	
WP_OXIDATIVE_PHOSPHORYLATION	0.0015847665587475398	0.058135910076159744	0.45505986738722953	0.6188555309852042	1.8779921135877877	46	
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_PI3K_SIGNALING_PATHWAY	0.0016657458326927023	0.059121247418238876	0.45505986738722953	0.5504709506316406	1.7490345807111158	58	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	0.0016964489933497524	0.059121247418238876	0.45505986738722953	0.6330977915078917	1.8436611529578573	38	
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.0016767873099485199	0.059121247418238876	0.45505986738722953	0.6054736321233862	1.7766614732352057	39	
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	0.0018649863815407678	0.06369559669073338	0.45505986738722953	-0.786076083779628	-1.8060580232696213	15	
WP_IL18_SIGNALING	0.0018886307961862598	0.06369559669073338	0.45505986738722953	0.4465888193871831	1.6561021068968145	194	
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	0.0019370762725436916	0.06429248390299776	0.45505986738722953	0.6312116165652546	1.8381683720382778	38	
PID_INTEGRIN3_PATHWAY	0.001980744312907513	0.06471463059827515	0.4317076958033464	0.6447531791457145	1.8359191719210992	30	
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	0.0020447651352089864	0.06577852150341525	0.4317076958033464	0.5984687840030256	1.8284291414756477	50	
KEGG_P53_SIGNALING_PATHWAY	0.0022791274270839925	0.07112918582138252	0.4317076958033464	0.5812489403336591	1.8444517455633762	56	
REACTOME_LAMININ_INTERACTIONS	0.0022586222756615505	0.07112918582138252	0.4317076958033464	0.6861598520475449	1.8581753287614062	25	
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	0.0023252215847175154	0.0715005637300636	0.4317076958033464	0.5660407194737629	1.7219364257483056	47	
KEGG_FOCAL_ADHESION	0.0023750541932335053	0.07197446837755449	0.4317076958033464	0.4267991911285861	1.5381680604170709	153	
BIOCARTA_TFF_PATHWAY	0.002476230996860711	0.07396855734908209	0.4317076958033464	0.7098553938515655	1.808001036096456	20	
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS	0.002642782044154013	0.07783179231445128	0.4317076958033464	0.5882253043082731	1.7260491296400386	39	
WP_NANOMATERIAL_INDUCED_APOPTOSIS	0.0028563458731523253	0.08181670165426728	0.4317076958033464	0.7497524277205101	1.7968121821184497	16	
WP_SENESCENCE_AND_AUTOPHAGY_IN_CANCER	0.0028537013449219137	0.08181670165426728	0.4317076958033464	0.503769759087566	1.6927134354316902	81	
KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY	0.003020404050507571	0.0853468225623153	0.4317076958033464	0.7679996239687801	1.810011310608956	15	
REACTOME_ECM_PROTEOGLYCANS	0.0031154974813022073	0.08686006977870554	0.4317076958033464	0.5581045163379555	1.7094824435756297	51	
PID_IL8_CXCR2_PATHWAY	0.0033526197431497434	0.09135236431568658	0.4317076958033464	-0.6878986058636588	-1.7065682757615164	23	
REACTOME_INSULIN_PROCESSING	0.00336400385093633	0.09135236431568658	0.4317076958033464	-0.7160801884651481	-1.7243108319717415	20	
KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY	0.003669488015516361	0.09296035535539869	0.4317076958033464	0.5163946108638373	1.6415787108864524	60	
KEGG_PARKINSONS_DISEASE	0.0035372612503282667	0.09296035535539869	0.4317076958033464	0.5210414316307654	1.7938705363499412	98	
REACTOME_DRUG_ADME	0.0035858664771448077	0.09296035535539869	0.4317076958033464	0.5512549161814541	1.7170063985332766	53	
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	0.003624350354172242	0.09296035535539869	0.4317076958033464	-0.6507736238392107	-1.730545750043772	32	
WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES	0.003689961499042607	0.09296035535539869	0.4317076958033464	0.6123345798407349	1.74465562949511	31	
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	0.0035150262414104586	0.09296035535539869	0.4317076958033464	0.7284757084282203	1.8074332085834122	18	
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	0.0037423375483861374	0.09315747397232635	0.4317076958033464	-0.5075065908690989	-1.6106054142659194	101	
PID_MYC_REPRESS_PATHWAY	0.004109341930172436	0.10012928391115687	0.40701791892395395	0.5733186568360454	1.7946207499189026	54	
WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM	0.004118181930348872	0.10012928391115687	0.40701791892395395	-0.614860384526676	-1.7310106689491815	46	
PID_TCPTP_PATHWAY	0.004194471801709777	0.10081196019971429	0.40701791892395395	0.5679832844065555	1.6666522955058758	39	
KEGG_ECM_RECEPTOR_INTERACTION	0.004632523660942753	0.10841958614660419	0.40701791892395395	0.5578867288709313	1.770317465528537	56	
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	0.0046665532057361915	0.10841958614660419	0.40701791892395395	-0.6023663276368284	-1.6654290461062302	44	
WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE	0.004573931661988283	0.10841958614660419	0.40701791892395395	0.6543471956476923	1.7646983134097283	24	
REACTOME_MITOCHONDRIAL_TRANSLATION	0.005057737629785629	0.11621680641628296	0.40701791892395395	0.48494835777072426	1.6071916080457336	76	
WP_CCL18_SIGNALING	0.005122925587809472	0.11643518917510441	0.40701791892395395	0.5977799301977078	1.7087048271081358	32	
WP_NUCLEAR_RECEPTORS_METAPATHWAY	0.00532584388166655	0.11974558662972856	0.40701791892395395	0.40559151428218454	1.518971140857231	208	
PID_CASPASE_PATHWAY	0.005423396079308778	0.12064171491313462	0.40701791892395395	0.5552301142472732	1.6928908844130357	44	
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.0056692189109203844	0.12478249202878446	0.40701791892395395	-0.5733150624453304	-1.6484334020147542	54	
KEGG_MEDICUS_REFERENCE_GF_RTK_PI3K_SIGNALING_PATHWAY	0.006067054222789322	0.13214802479012994	0.40701791892395395	0.5345697614967628	1.6491854370846424	52	
BIOCARTA_ALK_PATHWAY	0.006438873327831035	0.137386805840219	0.40701791892395395	0.5888090119552293	1.6830621942090256	32	
WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY	0.006438979900689364	0.137386805840219	0.40701791892395395	0.6399334281869057	1.725826058287197	24	
WP_FOCAL_ADHESION	0.006655854639618232	0.14057971769133054	0.40701791892395395	0.40402539511608676	1.454046919135334	149	
KEGG_CALCIUM_SIGNALING_PATHWAY	0.0069151707971827426	0.14316457561296153	0.40701791892395395	-0.4918006496905259	-1.5450894166611417	93	
WP_VEGFAVEGFR2_SIGNALING	0.006885222136640914	0.14316457561296153	0.40701791892395395	0.350888910430549	1.3789611243734787	374	
PID_ECADHERIN_STABILIZATION_PATHWAY	0.007125888145488705	0.14327146261747	0.40701791892395395	0.5866582443771804	1.6958048837699178	36	
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	0.007116191652598744	0.14327146261747	0.40701791892395395	-0.6581201362940056	-1.632692575134828	23	
WP_COMPLEMENT_AND_COAGULATION_CASCADES	0.007086982612969242	0.14327146261747	0.40701791892395395	0.5987303429465441	1.704870252649085	30	
WP_UROTENSINIIMEDIATED_SIGNALING	0.007312359970485806	0.14562042569796022	0.40701791892395395	0.541190223981952	1.6940512820063645	54	
WP_PI3KAKT_SIGNALING	0.007473435034385624	0.14742408166887114	0.40701791892395395	0.3972807524924979	1.4985826190405431	220	
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	0.0076977324816775525	0.1504295198054931	0.40701791892395395	0.44141976446200043	1.5119383448932278	89	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.007821576520941707	0.15143441208601027	0.3807304007227924	-0.457841549790604	-1.5008630495929545	134	
REACTOME_AMYLOID_FIBER_FORMATION	0.007997460673445372	0.15202445698340247	0.3807304007227924	0.5091431547973637	1.5488499572628822	47	
REACTOME_SYNDECAN_INTERACTIONS	0.007967895671507156	0.15202445698340247	0.3807304007227924	0.6554627845564639	1.7112630123890626	22	
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	0.00843526401216136	0.15608970840203013	0.3807304007227924	-0.7466938172240742	-1.7155748500057713	15	
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.008421610364924208	0.15608970840203013	0.3807304007227924	-0.46027395691877304	-1.4776760455545364	114	
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.008301643343334835	0.15608970840203013	0.3807304007227924	-0.5239104882729478	-1.610329759175147	78	
REACTOME_CARDIAC_CONDUCTION	0.008623024065729571	0.15816441510035553	0.3807304007227924	-0.5109455314112409	-1.5559556654237898	75	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.00907811483009197	0.16224220606600268	0.3807304007227924	0.596396796604089	1.6905659121889094	29	
KEGG_RETINOL_METABOLISM	0.008947180481581028	0.16224220606600268	0.3807304007227924	0.6795789748478931	1.7070213325852859	19	
WP_APOPTOSIS_MODULATION_AND_SIGNALING	0.00906416441825281	0.16224220606600268	0.3807304007227924	0.4726802385848393	1.539545434595743	71	
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY	0.009371536781110835	0.1660668085534132	0.3807304007227924	0.6186341294134341	1.668384325714093	24	
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.009479483339055846	0.16656806438626703	0.3807304007227924	-0.6540757879794088	-1.6346818965225511	24	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.009918606187114768	0.1665701455171995	0.3807304007227924	0.5700521036512188	1.6294471125683836	32	
KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY	0.00974347783713245	0.1665701455171995	0.3807304007227924	0.7182684647299553	1.6928055752118418	15	
PID_SHP2_PATHWAY	0.009820651927012421	0.1665701455171995	0.3807304007227924	0.5297993159780484	1.6153526431170238	44	
REACTOME_BIOLOGICAL_OXIDATIONS	0.00995756489222857	0.1665701455171995	0.3807304007227924	0.4483803662052768	1.5807612082634594	111	
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	0.009697348137100657	0.1665701455171995	0.3807304007227924	0.5349246745301545	1.5696473139344478	39	
WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING	0.00984982382240399	0.1665701455171995	0.3807304007227924	0.39457717107582063	1.4762297653280247	210	
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.011456566048366978	0.18243928491700495	0.3807304007227924	-0.6393762748288992	-1.6159403924937523	26	
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	0.011398410890761055	0.18243928491700495	0.3807304007227924	-0.6429404794374639	-1.595034233327614	23	
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.0112262248171378	0.18243928491700495	0.3807304007227924	-0.4818067841850696	-1.5298713615280135	104	
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.011516970640384818	0.18243928491700495	0.3807304007227924	-0.5203194667495175	-1.5670994055753271	71	
REACTOME_ONCOGENIC_MAPK_SIGNALING	0.011512000996887017	0.18243928491700495	0.3807304007227924	0.448032179567975	1.482426402954038	75	
WP_GPCRS_CLASS_A_RHODOPSINLIKE	0.011142770933950361	0.18243928491700495	0.3807304007227924	-0.5674768611759299	-1.6158412248883467	49	
WP_UNFOLDED_PROTEIN_RESPONSE	0.011362290348301678	0.18243928491700495	0.3807304007227924	0.6214116280521746	1.597159076674169	21	
BIOCARTA_PDZS_PATHWAY	0.011948940551908562	0.1876930146984636	0.3807304007227924	-0.7103166955391518	-1.6585502361286388	17	
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	0.012028151109322871	0.1876930146984636	0.3807304007227924	-0.6415226754326407	-1.5915168845275809	23	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.012130780384999686	0.18789230951877292	0.3807304007227924	-0.6763649623611615	-1.6435264504358922	21	
KEGG_HUNTINGTONS_DISEASE	0.01236732443262359	0.1901476131515877	0.3807304007227924	0.4044347690058352	1.4437664803107912	140	
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING	0.012675742764465201	0.19346699358026814	0.3807304007227924	0.597147033877361	1.6385233251584765	26	
BIOCARTA_MITOCHONDRIA_PATHWAY	0.013009103830236334	0.197116203688581	0.3807304007227924	0.6832126149862034	1.670731307538215	17	
WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV	0.013612349898125209	0.20477283192071807	0.3807304007227924	-0.6333253205301427	-1.6006473923474596	26	
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.013934307004765901	0.20664280813450708	0.3807304007227924	0.5941866810709845	1.6304003556907214	26	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.013879925965640106	0.20664280813450708	0.3807304007227924	-0.5742315231886608	-1.5683888183078085	41	
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	0.014214526527782118	0.20931390823656626	0.3807304007227924	0.4963129076674103	1.5888466713726654	62	
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	0.014382249554658602	0.21030268404749045	0.3807304007227924	0.4536748833656342	1.5212317623264386	80	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	0.014828318877736401	0.21236996420100557	0.3807304007227924	0.5154650921715884	1.5716477427623476	44	
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.014781566373419555	0.21236996420100557	0.3807304007227924	-0.3627764902239796	-1.3224031633001863	458	
WP_OSTEOARTHRITIC_CHONDROCYTE_HYPERTROPHY	0.014711866111680879	0.21236996420100557	0.3807304007227924	0.5610127411170636	1.62167353030805	36	
BIOCARTA_CASPASE_PATHWAY	0.01529876100264925	0.2176170697723781	0.3807304007227924	0.656217665610583	1.6483405100449244	19	
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.01547769185201105	0.21867468690915612	0.3807304007227924	0.6179232465728011	1.6132558877022107	22	
KEGG_TYPE_II_DIABETES_MELLITUS	0.015805351340949698	0.22130053035937228	0.35248785758361917	-0.5822641668672665	-1.587912436985764	36	
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	0.015875217385894713	0.22130053035937228	0.35248785758361917	-0.6254349069840166	-1.593423763542046	27	
REACTOME_MITOTIC_PROMETAPHASE	0.01609444034392935	0.22140443920497543	0.35248785758361917	-0.4079570839394051	-1.3716392430584936	175	
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	0.01608063423536614	0.22140443920497543	0.35248785758361917	0.49569181206032426	1.518302615054656	45	
KEGG_MEDICUS_REFERENCE_CXCR4_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	0.017362867108771263	0.23272919951564558	0.35248785758361917	-0.6917288402236463	-1.6069500230285314	16	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.01709198193938048	0.23272919951564558	0.35248785758361917	0.4908500447594301	1.5034722955384259	45	
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	0.01732418674294253	0.23272919951564558	0.35248785758361917	-0.5137178388471513	-1.4838903352793644	57	
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS	0.01729231904372485	0.23272919951564558	0.35248785758361917	0.6881555231490857	1.6218357945556778	15	
PID_INTEGRIN_CS_PATHWAY	0.017818984202673915	0.2328718497986947	0.35248785758361917	0.685047126196667	1.614509965914427	15	
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	0.017818984202673915	0.2328718497986947	0.35248785758361917	0.6855235527261222	1.6156328016295436	15	
REACTOME_NEUREXINS_AND_NEUROLIGINS	0.017564775966109274	0.2328718497986947	0.35248785758361917	-0.5643236853245178	-1.5414729102556675	42	
WP_APOPTOSIS	0.017612123210162915	0.2328718497986947	0.35248785758361917	0.45150603463984884	1.4630664225609122	67	
WP_22Q112_COPY_NUMBER_VARIATION_SYNDROME	0.018445306022557232	0.23662045946728325	0.35248785758361917	0.43714568364896783	1.4771876560038502	83	
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	0.018388799232434663	0.23662045946728325	0.35248785758361917	0.43436316072153924	1.4839829925302424	94	
WP_NRP1TRIGGERED_SIGNALING_IN_PANCREATIC_CANCER	0.01830560009902115	0.23662045946728325	0.35248785758361917	0.48716864548426475	1.49219617999536	45	
PID_THROMBIN_PAR1_PATHWAY	0.01882397225348511	0.23994022580278257	0.35248785758361917	-0.5742345532836959	-1.5449590077475932	34	
REACTOME_SIGNALING_BY_PDGF	0.018933590271381695	0.23994022580278257	0.35248785758361917	0.5159663833914705	1.5716651779771522	49	
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.019177198228180866	0.24156338250076018	0.35248785758361917	-0.6565488057673459	-1.5809601155553334	20	
KEGG_ALZHEIMERS_DISEASE	0.02201457789686204	0.24261709854524174	0.35248785758361917	0.38886846929169927	1.3774607066083484	123	
KEGG_AXON_GUIDANCE	0.02110685277956645	0.24261709854524174	0.35248785758361917	-0.4511689205699869	-1.4477365826779025	115	
KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION	0.020679037133374944	0.24261709854524174	0.35248785758361917	0.6443043970665661	1.6184158003377032	19	
